datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2025-04-28 15:30:00,NIFTY,NSE,,,,,24328.25,24341.3,24309.55,24312.25,,,158
2025-04-28 16:00:00,NIFTY,NSE,,,,,24312.25,24328.5,24312.25,24328.5,,,159
2025-04-29 07:30:00,NIFTY,NSE,,,,,24328.5,24328.5,24328.5,24328.5,,,160
2025-04-29 08:00:00,NIFTY,NSE,,,,,24328.5,24328.5,24328.5,24328.5,,,161
2025-04-29 08:30:00,NIFTY,NSE,,,,,24328.5,24328.5,24328.5,24328.5,,,162
2025-04-29 09:00:00,NIFTY,NSE,,,,,24328.5,24328.5,24121.15,24200.6,,,163
2025-04-29 09:30:00,NIFTY,NSE,,,,,24200.8,24456.85,24180.2,24414.05,,,164
2025-04-29 10:00:00,NIFTY,NSE,,,,,24410.3,24452.9,24291.0,24386.65,,,165
2025-04-29 10:30:00,NIFTY,NSE,,,,,24384.6,24396.15,24311.3,24315.85,,,166
2025-04-29 11:00:00,NIFTY,NSE,,,,,24314.8,24353.7,24305.5,24337.55,,,167
2025-04-29 11:30:00,NIFTY,NSE,,,,,24338.1,24369.85,24335.8,24349.8,,,168
2025-04-29 12:00:00,NIFTY,NSE,,,,,24351.45,24356.8,24307.15,24307.45,,,169
2025-04-29 12:30:00,NIFTY,NSE,,,,,24307.5,24323.75,24302.45,24316.25,,,170
2025-04-29 13:00:00,NIFTY,NSE,,,,,24316.1,24363.55,24316.0,24360.65,,,171
2025-04-29 13:30:00,NIFTY,NSE,,,,,24361.35,24376.05,24341.35,24366.65,,,172
2025-04-29 14:00:00,NIFTY,NSE,,,,,24366.6,24372.7,24347.65,24359.85,,,173
2025-04-29 14:30:00,NIFTY,NSE,,,,,24359.95,24375.5,24342.4,24347.25,,,174
2025-04-29 15:00:00,NIFTY,NSE,,,,,24348.7,24361.95,24339.0,24345.7,,,175
2025-04-29 15:30:00,NIFTY,NSE,,,,,24344.6,24348.5,24310.6,24328.65,,,176
2025-04-29 16:00:00,NIFTY,NSE,,,,,24328.65,24335.95,24328.65,24335.95,,,177
2025-04-30 07:30:00,NIFTY,NSE,,,,,24335.95,24335.95,24335.95,24335.95,,,178
2025-04-30 08:00:00,NIFTY,NSE,,,,,24335.95,24335.95,24335.95,24335.95,,,179
2025-04-30 08:30:00,NIFTY,NSE,,,,,24335.95,24335.95,24335.95,24335.95,,,180
2025-04-30 09:00:00,NIFTY,NSE,,,,,24335.95,24864.1,24335.95,24703.65,,,181
2025-04-30 09:30:00,NIFTY,NSE,,,,,24702.65,24702.65,24270.35,24323.5,,,182
2025-04-30 10:00:00,NIFTY,NSE,,,,,24323.15,24395.15,24319.55,24360.7,,,183
2025-04-30 10:30:00,NIFTY,NSE,,,,,24361.05,24371.95,24327.75,24332.35,,,184
2025-04-30 11:00:00,NIFTY,NSE,,,,,24332.75,24351.2,24290.4,24347.95,,,185
2025-04-30 11:30:00,NIFTY,NSE,,,,,24347.95,24371.6,24326.15,24333.15,,,186
2025-04-30 12:00:00,NIFTY,NSE,,,,,24332.7,24345.85,24313.55,24337.9,,,187
2025-04-30 12:30:00,NIFTY,NSE,,,,,24338.15,24365.0,24337.35,24346.45,,,188
2025-04-30 13:00:00,NIFTY,NSE,,,,,24346.55,24363.75,24338.85,24340.35,,,189
2025-04-30 13:30:00,NIFTY,NSE,,,,,24339.85,24343.1,24326.7,24333.7,,,190
2025-04-30 14:00:00,NIFTY,NSE,,,,,24333.6,24353.25,24333.4,24348.0,,,191
2025-04-30 14:30:00,NIFTY,NSE,,,,,24347.95,24351.55,24331.4,24336.7,,,192
